CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL1612004	1035888	CHEMBL1612004	1035888		O-ANISIDINE	123.15	1.28	35.25	0	COc1ccccc1N	7720944	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL3350037	1798648	CHEMBL3350037	1798648		OCTREOTIDE	1019.26				C[C@@H](O)[C@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1	7725210	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL712	33809	CHEMBL712	33809	ANISINDIONE	ANISINDIONE	252.27	2.86	43.37	0	COc1ccc(cc1)C2C(=O)c3ccccc3C2=O	7615790	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL1256017	704999	CHEMBL102740	170071	ARCAINE SULFATE	ARCAINE SULFATE	172.24	-1.27	123.8	1	NC(=N)NCCCCNC(=N)N.OS(=O)(=O)O	7604588	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL683	29390	CHEMBL683	29390	CLOFIBRIC ACID	CLOFIBRIC ACID	214.65	2.58	46.53	0	CC(C)(Oc1ccc(Cl)cc1)C(=O)O	7699605	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL1214185	686036	CHEMBL1214185	686036	ROXITHROMYCIN	ROXITHROMYCIN	837.06	2.21	216.89	2	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)\[C@H](C)[C@@H](O)[C@]1(C)O	7800564	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL1413	353011	CHEMBL1413	353011	CICLOPIROX	CICLOPIROX	207.27	2.44	42.23	0	CC1=CC(=O)N(O)C(=C1)C2CCCCC2	7679971	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL17157	19569	CHEMBL17157	19569	TERFENADINE	TERFENADINE	471.69	6.45	43.7	1	CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	7816866	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL1200406	674357	CHEMBL1200406	674357	DIMENHYDRINATE	DIMENHYDRINATE	469.97				CN(C)CCOC(c1ccccc1)c2ccccc2.CN3C(=O)N(C)c4nc(Cl)[nH]c4C3=O	7704980	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL1200679	674630	CHEMBL1200679	674630	ZINC CHLORIDE	ZINC CHLORIDE	136.3				[Cl-].[Cl-].[Zn+2]	7789507	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL1201237	675188	CHEMBL1201237	675188	LEVOBUNOLOL	LEVOBUNOLOL	291.39	2.33	58.56	0	CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12	7750817	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL3585777	1948989	CHEMBL3585777	1948989		19	394.45	2.53	102.96	0	COc1ccc(cc1OC)C(C)NS(=O)(=O)NC(=O)OCc2ccccc2	15631661	Ki	=	.0051	nM		Ki	=	5.1	pM		Outside typical range	0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1501472	CHEMBL3588578	B	Inhibition of acetylcholinesterase (unknown origin) assessed as AChI hydrolysis using AChI and DTNB as substrate by Ellman's method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	92644	CHEMBL3585326	25921269	Bioorg. Med. Chem.	2015	23	13	3592					
CHEMBL3585778	1948990	CHEMBL3585778	1948990		20	394.45	2.53	102.96	0	COc1ccc(OC)c(c1)C(C)NS(=O)(=O)NC(=O)OCc2ccccc2	15631662	Ki	=	.0229	nM	10.64	Ki	=	22.9	pM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1501472	CHEMBL3588578	B	Inhibition of acetylcholinesterase (unknown origin) assessed as AChI hydrolysis using AChI and DTNB as substrate by Ellman's method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	92644	CHEMBL3585326	25921269	Bioorg. Med. Chem.	2015	23	13	3592					
CHEMBL3099496	1610275	CHEMBL3099496	1610275		6	551.74	8.31	92.98	2	[O-][N+](=O)c1cccc2c(NCCCCCCCCNc3c4CCCCc4nc5ccccc35)c6CCCCc6nc12	13861809	Ki	=	.78	nM	9.11	Ki	=	.78	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1281569	CHEMBL3102254	B	Inhibition of human acetylcholine esterase	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	76306	CHEMBL3098022	24900626	ACS Med. Chem. Lett.	2013	4	12	1178					
CHEMBL3786651	2079223	CHEMBL3786651	2079223		9	248.33	1.82	41.57	0	COc1cccc2C[C@H](CCc12)NC(=O)N(C)C	16543696	Ki	=	.98	nM	9.01	Ki	=	.98	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1567404	CHEMBL3790087	B	Inhibition of AChE (unknown origin) using acetylcholine iodate as substrate preincubated for 10 mins followed by substrate addition by Lineweaver-Burk plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	98912	CHEMBL3784977	27068142	Bioorg. Med. Chem.	2016	24	10	2318					
CHEMBL483105	509247	CHEMBL483105	509247		VX	267.38	3.7	29.54	0	CCOP(=O)(C)SCCN(C(C)C)C(C)C	2341394	Ki	=	1.2	10'8/M/min		Ki	=	1.2	10'8/M/min		Non standard unit for type	0	BAO_0000192			555809	CHEMBL965669	B	Inhibition of human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	42156	CHEMBL1150386	18479118	J. Med. Chem.	2008	51	11	3154					
CHEMBL3786873	2079232	CHEMBL3786873	2079232		18	270.35	.65	69.64	0	CN(C)S(=O)(=O)NC1CCc2c(O)cccc2C1	16543705	Ki	=	1.34	nM	8.87	Ki	=	1.34	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1567404	CHEMBL3790087	B	Inhibition of AChE (unknown origin) using acetylcholine iodate as substrate preincubated for 10 mins followed by substrate addition by Lineweaver-Burk plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	98912	CHEMBL3784977	27068142	Bioorg. Med. Chem.	2016	24	10	2318					
CHEMBL3403722	1833946	CHEMBL3403722	1833946		25g	252.31	3.17	55.57	0	CCCC(C)c1onc(OC(=O)N2CCCC2)c1	15164437	Ki	=	1.62	mM/min		Ki	=	1.62	mM/min		Non standard unit for type	0	BAO_0000192			1464963	CHEMBL3404668	B	Inhibition of recombinant human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	91094	CHEMBL3399922	25684426	Bioorg. Med. Chem.	2015	23	6	1321					
CHEMBL24686	33650	CHEMBL24686	33650	TERRITREM B	TB	526.58	3.45	124.66	1	COc1cc(cc(OC)c1OC)C2=CC3=C(C[C@@]4(O)[C@@](C)(CC[C@@]5(O)C(C)(C)C=CC(=O)[C@]45C)O3)C(=O)O2	13852522	Ki	=	1.7	nM	8.77	Ki	=	1.7	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1279630	CHEMBL3097894	B	Inhibition of human acetylcholinesterase	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	76120	CHEMBL3091358	24900610	ACS Med. Chem. Lett.	2013	4	11	1091					
CHEMBL2164779	1428210	CHEMBL2219920	1449731		R-8, R-isocarb	353.42	1.84	91.34	0	Cl.CC(C)NC[C@H](O)c1ccc(OC(=O)N(C)C)c(OC(=O)N(C)C)c1	12087662	Ki	=	2.7	10'3/M/min		Ki	=	2.7	10'3/M/min		Non standard unit for type	0	BAO_0000192			859153	CHEMBL2169569	B	Inhibition of human AChE using acetylthiocholine as substrate assessed as inhibition rate constant by Ellman's method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	65848	CHEMBL2163243	22817559	J. Med. Chem.	2012	55	15	6716					
CHEMBL92736	150041	CHEMBL92736	150041		table 1 ID 6	377.49	4.63	58.37	0	CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1	1470696	Ki	=	2.818	nM	8.55	Log Ki	=	-8.55				0				304008	CHEMBL877109	B	Binding affinity towards Acetylcholinesterase	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	21147	CHEMBL1138798	15481986	J. Med. Chem.	2004	47	22	5492					
CHEMBL392577	401743	CHEMBL392577	401743		anthrylcarbonylphenothiazine	403.51	7.44	20.31	1	O=C(N1c2ccccc2Sc3ccccc13)c4c5ccccc5cc6ccccc46	6217828	Ki	=	3.5	nM	8.46	Ki	=	.0035	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	751132	CHEMBL1787069	B	Inhibition of human plasma BChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	57930	CHEMBL1781988	21459491	Eur. J. Med. Chem.	2011	46	6	2170					
CHEMBL3401228	1831427	CHEMBL3401228	1831427		15c	198.22	1.86	55.57	0	CC(C)c1onc(OC(=O)N(C)C)c1	15164422	Ki	=	4.46	mM/min		Ki	=	4.46	mM/min		Non standard unit for type	0	BAO_0000192			1464963	CHEMBL3404668	B	Inhibition of recombinant human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	91094	CHEMBL3399922	25684426	Bioorg. Med. Chem.	2015	23	6	1321					
CHEMBL93123	150007	CHEMBL93123	150007		table 1 ID 55	439.56	5.92	58.37	1	O=C(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c5ccccc5	1471129	Ki	=	9.333	nM	8.03	Log Ki	=	-8.03				0				304008	CHEMBL877109	B	Binding affinity towards Acetylcholinesterase	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	21147	CHEMBL1138798	15481986	J. Med. Chem.	2004	47	22	5492					
CHEMBL3403720	1833944	CHEMBL3403720	1833944		15p	252.31	2.86	55.57	0	CN(C)C(=O)Oc1cc(CCC2CCCC2)on1	15164435	Ki	=	13.1	mM/min		Ki	=	13.1	mM/min		Non standard unit for type	0	BAO_0000192			1464963	CHEMBL3404668	B	Inhibition of recombinant human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	91094	CHEMBL3399922	25684426	Bioorg. Med. Chem.	2015	23	6	1321					
CHEMBL382423	348978	CHEMBL382423	348978		5b	486.75	6.84	62.97	1	C\C=C\1/C2CC(C[C@@]1(N)CC(=C2)C)NCCCCCCCNc3c4CCCCc4nc5ccccc35	1719867	Ki	=	15.7	nM	7.8	Ki	=	15.7	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	362147	CHEMBL862409	B	Inhibition of human AChE	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	31257	CHEMBL1148525	16722663	J. Med. Chem.	2006	49	11	3421					
CHEMBL420625	149725	CHEMBL420625	149725		table 1 ID 9	335.45	4.25	55.29	0	Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1	1470702	Ki	=	19.95	nM	7.7	Log Ki	=	-7.7				0				304008	CHEMBL877109	B	Binding affinity towards Acetylcholinesterase	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	21147	CHEMBL1138798	15481986	J. Med. Chem.	2004	47	22	5492					
CHEMBL2064470	1357878	CHEMBL2064470	1357878		6d	457.67	4.67	34.64	0	CN(CCCN1CCN(CCNc2c3CCCCc3nc4ccccc24)CC1)c5ccccc5	10967473	Ki	=	24.7	nM	7.61	Ki	=	24.7	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	831936	CHEMBL2066010	B	Inhibition of human recombinant AChE assessed as dissociation constant for enzyme-inhibitor-substrate complex using acetylthiocholine substrate preincubated for 5 mins before substrate addition by Ellman's method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	62862	CHEMBL2062461	22818849	Eur. J. Med. Chem.	2012	55		23					
CHEMBL3326700	1787520	CHEMBL3326700	1787520		1c	485.58	5.24	93.46	1	COc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCNc3c4CCCCc4nc5ccccc35	15013176	Ki	=	39.4	nM	7.41	Ki	=	39.4	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1447977	CHEMBL3379803	B	Inhibition of human AChE assessed as acetylthiocholine hydrolysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	90667	CHEMBL3352817	25088549	Bioorg. Med. Chem.	2014	22	17	4784					
CHEMBL3322141	1784702	CHEMBL3322141	1784702		6b	436.64	5.08	57.26	1	CCN(CCC(=O)NCCCNc1c2CCCCc2nc3ccccc13)C4CCCCC4	15013274	Ki	=	78.9	nM	7.1	Ki	=	.0789	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1447986	CHEMBL3379812	B	Inhibition of human recombinant AChE assessed as dissociation constant for enzyme-inhibitor-substrate complex by Lineweaver-Burk plot	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	90668	CHEMBL3351824	25089370	J. Med. Chem.	2014	57	16	7073					
CHEMBL92775	149838	CHEMBL92775	149838		table 1 ID 11	345.45	4.54	53.06	0	N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1	1470813	Ki	=	100	nM	7	Log Ki	=	-7				0				304008	CHEMBL877109	B	Binding affinity towards Acetylcholinesterase	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	21147	CHEMBL1138798	15481986	J. Med. Chem.	2004	47	22	5492					
CHEMBL465018	443169	CHEMBL465018	443169	BENDIOCARB	2	223.23	1.91	56.79	0	CNC(=O)Oc1cccc2OC(C)(C)Oc12	15164395	Ki	=	111	mM/min		Ki	=	111	mM/min		Non standard unit for type	0	BAO_0000192			1464963	CHEMBL3404668	B	Inhibition of recombinant human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	91094	CHEMBL3399922	25684426	Bioorg. Med. Chem.	2015	23	6	1321					
CHEMBL192627	320990	CHEMBL192627	320990	CHLORANIL	56	245.88	2.52	34.14	0	ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl	1502646	Ki	=	163	nM	6.79	Ki	=	163	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303216	CHEMBL829841	B	Inhibition constant against human Acetylcholinesterase (hAcChE) using acetylthiocholine (AcTCh) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL1677	508604	CHEMBL95	9333	TACRINE HYDROCHLORIDE	1, THA, Cognex, tacrine hydrochloride	198.27	2.7	38.91	0	Cl.Nc1c2CCCCc2nc3ccccc13	10967481	Ki	=	225	nM	6.65	Ki	=	225	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	831935	CHEMBL2066009	B	Inhibition of human recombinant AChE assessed as dissociation constant for enzyme-inhibitor complex using acetylthiocholine substrate preincubated for 5 mins before substrate addition by Ellman's method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	62862	CHEMBL2062461	22818849	Eur. J. Med. Chem.	2012	55		23					
CHEMBL361540	302402	CHEMBL361540	302402		25	410.51	3.2	51.24	0	COc1cc2CC(Oc3ccc(cc3)C(C)N4CCN(C)CC4)C(=O)c2cc1OC	12602007	Ki	=	227.94	nM	6.64	Ki	=	227.94	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	931327	CHEMBL3069984	B	Binding affinity to acetylcholinesterase (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71444	CHEMBL3046949		Med Chem Res	2013	22	5	2328					
CHEMBL3093802	1608186	CHEMBL3140068	1629399		12	348.53	5.24	7.76	1	[Br-].[Br-].C(CCCCC[n+]1cccc2ccccc12)CCCC[n+]3ccccc3	13849446	Ki	=	400	nM	6.4	Ki	=	.4	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1278101	CHEMBL3095599	B	Inhibition of human recombinant AChE by Lineweaver-Burk plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	76252	CHEMBL3091342	24220173	Bioorg. Med. Chem. Lett.	2013	23	24	6663					
CHEMBL181310	302079	CHEMBL181310	302079		2	341.41	2.95	48	0	COc1cc2CC(Oc3cccc(CN(C)C)c3)C(=O)c2cc1OC	12602030	Ki	=	1004	nM	6	Ki	=	1004	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	931327	CHEMBL3069984	B	Binding affinity to acetylcholinesterase (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71444	CHEMBL3046949		Med Chem Res	2013	22	5	2328					
CHEMBL2297985	1501579	CHEMBL2297985	1501579		GK02443	487.32	4.3	125.64	0	N\C(=N/OC(=O)c1cnn(c2ccc(cc2)[N+](=O)[O-])c1C(F)(F)F)\c3ccc(cc3)C(F)(F)F	12601984	Ki	=	2070	nM	5.68	Ki	=	2070	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	931327	CHEMBL3069984	B	Binding affinity to acetylcholinesterase (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71444	CHEMBL3046949		Med Chem Res	2013	22	5	2328					
CHEMBL1770314	1142614	CHEMBL1770314	1142614	NEOCYCLOMORUSIN	23	436.46	4.13	109.36	0	CC(C)(O)C1CC2=C(Oc3c4C=CC(C)(C)Oc4cc(O)c3C2=O)c5ccc(O)cc5O1	12591469	Ki	=	3100	nM	5.51	Ki	=	3.1	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	932823	CHEMBL3071788	B	Inhibition of AChE (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71534	CHEMBL3045386		Med Chem Res	2013	22	7	3061					
